chunk_key,bias_mean_kms,bias_rms_kms,n,bootstrap_mean_kms,bootstrap_std_kms
4_6,0.6063283340698491,0.9926855256236983,4,0.16287390315150194,0.5931137219588685
4_7,0.565449084650357,0.0,1,0.565449084650357,0.0
50_0,-1.3284219435759888,0.31937290448038014,28,-1.1672926525895742,0.09304870526062041
50_7,-0.7232012566530938,0.23116761006160477,33,-0.40339366450645836,0.10461805564874056
51_0,-0.4656410667309526,0.23801872647580768,32,-0.2824073464329943,0.08498261434269867
51_1,-0.5748851811852187,0.27442723760349874,74,-0.6446028613797873,0.05540949769043259
51_2,0.4944243608206387,0.5207178782441566,5,0.4514356186588141,0.2749955000200597
51_3,-0.42696921538598914,0.34031576484529363,20,-0.22529278421989857,0.1431518262801758
51_4,0.2872485939156205,0.20196595621609514,108,0.23601665015938728,0.03501717625807487
51_5,0.5978230848271558,0.23345026249903594,106,0.5880684645131042,0.03337021386018659
51_6,0.5075390550686496,0.32454645313355057,84,0.3902607303920205,0.03643851564880808
51_7,-1.5831348615127485,0.0,1,-1.5831348615127485,0.0
52_0,-0.9350895113843656,0.448306955031538,13,-0.8729615201175719,0.14868900416986292
52_1,-0.19354182063887568,0.2436017515986215,109,-0.1014924618309714,0.03686011818952502
54_1,-0.5283505446865456,0.34227061027663985,32,-0.5750123989556244,0.07675515687407353
54_2,-0.31107585774699753,0.24658830270148924,103,-0.24264082847827528,0.04019753030342977
54_3,-0.5201651831924207,0.39078216365391905,33,-0.5466874505411669,0.07987044158242822
54_4,-0.19933842637271246,0.2319471568453742,20,-0.10510623609457703,0.09419471795095588
54_5,-0.04571788938437591,0.2377503849638846,96,-0.05923223101067165,0.03421602286907035
54_6,0.8964236018177697,0.27748510560244505,22,0.7278971422010718,0.137629313159303
54_7,0.6486382227909009,0.17009347592071838,21,0.5747358128627862,0.07988074066839035
55_0,-1.645884528268638,2.220446049250313e-16,1,-1.6458845282686383,0.0
55_1,-1.0362364192232687,0.2948652777675602,85,-0.8125755808951738,0.04019113192094034
55_2,-0.41372054577858414,0.13087890070184716,21,-0.3537390928987796,0.07185290645766945
55_3,-0.426173190374714,0.2516786177314844,62,-0.41530818453452767,0.050064558429878184
55_4,-0.04474892921239206,0.20461032567283358,84,0.021806918652598695,0.04372414668889293
55_5,0.6582412086817208,0.6146075574570843,2,0.7264045534702658,0.44489830125013674
55_6,0.07109719057339788,0.6926494582368633,6,-0.5694027579825056,0.2703942207507908
